gage_id,time_start,temperature,specific_humidity,pressure,wind_u,wind_v,longwave_radiation,convective_fraction,shortwave_radiation
1606500,2001-01-01T00:00:00,"[-8.577083333333308, -8.817499999999976, -8.169999999999975, -7.118333333333314, -8.391666666666644, -7.267499999999981, -8.07666666666664, -6.843333333333303, -7.13458333333331, -5.132916666666641]","[0.0017510249989827478, 0.001741691665649414, 0.0017972666656494143, 0.001839991665649414, 0.0018202916656494142, 0.0018691083323160804, 0.0018191916656494142, 0.0018610999989827476, 0.0017117833323160806, 0.0018034499989827482]","[90883.71625, 90533.26291666667, 91743.74291666666, 93751.31624999999, 91783.76958333333, 93739.20958333333, 92313.02291666665, 94372.03624999999, 93269.07625, 96607.52958333334]","[3.900416666666667, 4.1537500000000005, 3.9416666666666664, 4.004166666666667, 3.99, 4.019583333333332, 3.8229166666666656, 3.573333333333334, 3.1512499999999997, 2.9249999999999994]","[-3.547083333333333, -3.6808333333333336, -4.180000000000001, -4.16125, -4.0512500000000005, -4.336249999999999, -3.3825, -3.845, -2.8350000000000004, -2.871666666666666]","[200.50333333333333, 198.20791666666662, 202.17250000000004, 211.1316666666667, 200.57958333333332, 208.76250000000002, 204.75750000000002, 213.3516666666667, 218.42791666666668, 230.25875]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[92.93666666666667, 96.10633333333334, 97.36533333333334, 88.67833333333334, 97.07749999999999, 92.33416666666666, 92.96716666666667, 89.59033333333333, 84.27383333333333, 81.73583333333333]"
1613050,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
1620500,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
1632000,2001-01-01T00:00:00,"[-5.400833333333307, -7.2833333333333075, -5.395833333333307, -4.81958333333331]","[0.001736641665649414, 0.0015872583323160805, 0.0017082333323160809, 0.001772541665649414]","[96129.12958333333, 92576.38291666667, 95877.15625, 97110.83625000001]","[3.613333333333333, 4.083749999999999, 3.7412499999999995, 3.1804166666666673]","[-3.474583333333333, -3.93375, -3.61375, -3.2308333333333334]","[226.46541666666667, 218.8925, 228.93625, 229.88750000000005]","[0.0, 0.0, 0.0, 0.0]","[69.72833333333334, 75.74083333333333, 72.61566666666667, 72.99583333333332]"
1632900,2001-01-01T00:00:00,"[-5.182916666666642, -5.1195833333333125]","[0.001767183332316081, 0.0017491416656494143]","[96779.52958333335, 96790.4095833333]","[2.478333333333333, 2.3387500000000006]","[-2.4779166666666668, -2.56]","[223.35166666666666, 223.41166666666672]","[0.0, 0.0]","[68.25583333333334, 70.28633333333333]"
1634500,2001-01-01T00:00:00,"[-5.154999999999973, -4.571666666666644]","[0.0017330166656494143, 0.0017481583323160806]","[96641.20958333333, 97741.23625]","[3.2579166666666666, 3.38625]","[-3.358333333333334, -3.37375]","[229.4166666666667, 232.0175]","[0.0, 0.0]","[81.31000000000002, 86.39816666666665]"
1638480,2001-01-01T00:00:00,"[-3.75208333333331, -3.3608333333333107]","[0.0020919333323160807, 0.002079758332316081]","[100209.90291666666, 100751.07624999998]","[3.2154166666666666, 3.300416666666667]","[-2.5637499999999998, -2.3712499999999994]","[233.83083333333335, 232.6820833333334]","[0.0, 0.0]","[105.25066666666667, 107.92783333333335]"
1639500,2001-01-01T00:00:00,[-4.809166666666646],[0.001963258332316081],[99026.30291666667],[3.8208333333333346],[-2.6004166666666664],[216.05708333333334],[0.0],[107.84116666666667]
1644000,2001-01-01T00:00:00,"[-3.453749999999978, -3.3324999999999796, -3.597083333333316, -3.732083333333312, -3.477499999999978]","[0.0019121666656494141, 0.0020349333323160805, 0.002080041665649414, 0.002053708332316081, 0.002113791665649414]","[99611.34291666666, 100341.42291666666, 100178.32958333334, 99943.58291666668, 100611.74291666667]","[3.2424999999999997, 3.316666666666667, 3.3625000000000003, 3.1991666666666663, 3.2091666666666665]","[-3.2466666666666675, -3.3683333333333336, -3.3662500000000004, -2.9737500000000003, -2.8145833333333337]","[237.69125000000008, 238.50874999999996, 236.46124999999992, 236.40958333333336, 235.5887500000001]","[0.0, 0.0, 0.0, 0.0, 0.0]","[90.81233333333334, 96.854, 102.40116666666667, 99.30399999999999, 104.17833333333334]"
1658500,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
1664000,2001-01-01T00:00:00,"[-5.297916666666642, -3.1258333333333113, -2.649583333333313, -2.5558333333333088, -2.478749999999979, -3.5320833333333113, -2.909166666666645, -2.8045833333333143, -3.0004166666666428, -3.3262499999999755, -3.239999999999983, -3.489166666666648]","[0.0016548083323160805, 0.0018051416656494138, 0.0017876583323160808, 0.0017423833323160808, 0.0017422833323160805, 0.001766683332316081, 0.0018051749989827475, 0.001829883332316081, 0.001861616665649414, 0.001812633332316081, 0.001884266665649414, 0.0019576916656494137]","[95772.38291666667, 99810.70291666663, 100704.80958333332, 100849.95624999999, 101080.00958333332, 98886.62291666666, 100172.91624999997, 100554.40958333336, 100455.3695833333, 99420.35625, 99902.59624999999, 99830.72958333332]","[2.09375, 2.2674999999999996, 2.5541666666666667, 2.7849999999999997, 2.8662500000000004, 2.2554166666666666, 2.563333333333333, 2.849583333333333, 3.112916666666667, 2.814166666666667, 3.067083333333334, 3.2974999999999994]","[-1.3041666666666667, -1.51875, -1.8299999999999998, -1.8624999999999998, -1.6525, -1.7166666666666668, -1.9179166666666667, -2.197916666666667, -2.558333333333333, -2.497083333333333, -2.880833333333333, -3.341249999999999]","[228.5154166666667, 238.93833333333342, 240.84875, 241.0591666666667, 241.6183333333333, 236.24875000000006, 239.42541666666668, 240.30374999999992, 239.94749999999996, 237.53374999999994, 238.62333333333322, 238.29625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[79.528, 79.47916666666667, 78.02233333333334, 74.88016666666667, 73.85816666666666, 86.84949999999999, 82.25266666666666, 82.2675, 84.88566666666667, 85.66799999999999, 88.18633333333334, 93.18583333333333]"
1666500,2001-01-01T00:00:00,"[-2.753749999999973, -3.624166666666646, -2.9341666666666435]","[0.0017120749989827475, 0.0018270833323160809, 0.0018096249989827471]","[100805.82291666664, 99000.59624999999, 100327.52958333331]","[2.9575, 1.9725000000000004, 2.3849999999999993]","[-3.279583333333333, -0.8245833333333334, -1.779583333333333]","[240.4191666666666, 237.7808333333334, 240.35374999999996]","[0.0, 0.0, 0.0]","[69.74866666666668, 74.20533333333333, 74.51899999999999]"
1667500,2001-01-01T00:00:00,"[-3.035833333333315, -3.3374999999999795, -2.936666666666651, -2.782083333333309, -2.753749999999973, -6.328749999999978, -3.624166666666646, -2.9341666666666435]","[0.0016904666656494141, 0.0017741833323160804, 0.001794108332316081, 0.0017703666656494136, 0.0017120749989827475, 0.0015926333323160807, 0.0018270833323160809, 0.0018096249989827471]","[100412.70291666668, 99298.03624999999, 100216.83624999998, 100714.00958333333, 100805.82291666664, 94056.6495833333, 99000.59624999999, 100327.52958333331]","[2.417500000000001, 1.8912500000000003, 2.1, 2.49125, 2.9575, 1.9404166666666665, 1.9725000000000004, 2.3849999999999993]","[-1.7074999999999998, -0.7179166666666666, -1.0925, -2.0683333333333334, -3.279583333333333, -1.0408333333333333, -0.8245833333333334, -1.779583333333333]","[238.3345833333333, 237.02999999999997, 239.94208333333336, 240.61416666666673, 240.4191666666666, 222.83416666666668, 237.7808333333334, 240.35374999999996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.13166666666666, 69.51083333333334, 69.96116666666666, 70.02266666666667, 69.74866666666668, 71.33583333333333, 74.20533333333333, 74.51899999999999]"
1669000,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
1669520,2001-01-01T00:00:00,[-2.294583333333312],[0.001966441665649414],[102056.59624999999],[3.6050000000000018],[-2.182916666666667],[235.77499999999998],[0.0],[66.194]
2011400,2001-01-01T00:00:00,"[-7.588749999999981, -8.320833333333312, -8.061666666666646]","[0.0019443749989827475, 0.001844574998982747, 0.0018254333323160811]","[93675.55625000001, 92433.50291666666, 92416.56958333333]","[3.400000000000001, 3.142083333333334, 3.330416666666665]","[-2.9758333333333327, -2.007083333333333, -2.525]","[213.7270833333333, 206.93875000000003, 205.21666666666667]","[0.0, 0.0, 0.0]","[59.69983333333334, 66.83433333333333, 78.45400000000002]"
2011460,2001-01-01T00:00:00,"[-8.26249999999998, -8.483749999999974]","[0.0018774916656494143, 0.0018154249989827474]","[92251.42291666666, 91662.64958333333]","[3.722499999999999, 3.671666666666667]","[-3.3104166666666663, -2.8937500000000003]","[208.07208333333335, 203.76000000000008]","[0.0, 0.0]","[72.99, 80.566]"
2013000,2001-01-01T00:00:00,"[-7.476249999999976, -6.476249999999979]","[0.0019709166656494137, 0.0020815083323160815]","[94009.66291666665, 95884.08958333335]","[3.1187500000000004, 3.335416666666667]","[-1.54875, -2.415833333333333]","[220.16458333333333, 223.66416666666666]","[0.0, 0.0]","[44.949999999999996, 47.115333333333346]"
2014000,2001-01-01T00:00:00,"[-7.997916666666645, -7.502916666666643, -7.083749999999976, -6.9316666666666436]","[0.0019527499989827472, 0.0019669749989827475, 0.0020063249989827475, 0.0020252249989827476]","[92683.18291666666, 93739.20958333333, 94788.43625000001, 95130.22291666667]","[3.4637499999999997, 3.09125, 2.9825, 2.8441666666666676]","[-2.1979166666666665, -1.7783333333333333, -1.7912499999999991, -2.1270833333333337]","[218.72208333333333, 219.89083333333335, 222.0658333333333, 222.73500000000004]","[0.0, 0.0, 0.0, 0.0]","[42.32783333333334, 44.8065, 45.3045, 45.778333333333336]"
2015700,2001-01-01T00:00:00,"[-7.409166666666643, -7.798333333333315, -8.01708333333331]","[0.0019277833323160807, 0.0018356916656494138, 0.0017813916656494136]","[94237.68958333334, 92941.95625, 91902.24958333334]","[2.8074999999999997, 3.3625000000000003, 3.8737500000000007]","[-1.5995833333333334, -2.979583333333333, -3.919166666666667]","[210.04541666666663, 207.80124999999998, 204.64916666666667]","[0.0, 0.0, 0.0]","[63.724500000000006, 76.07816666666666, 92.49833333333335]"
2016000,2001-01-01T00:00:00,"[-6.580833333333312, -6.404166666666652, -6.882916666666648, -6.809999999999974, -7.409166666666643, -7.798333333333315, -8.01708333333331]","[0.002009166665649414, 0.002064149998982747, 0.002003308332316081, 0.0020029916656494145, 0.0019277833323160807, 0.0018356916656494138, 0.0017813916656494136]","[95524.4629166667, 96032.51625, 95199.42291666665, 95321.66291666665, 94237.68958333334, 92941.95625, 91902.24958333334]","[2.7087499999999998, 2.7312499999999997, 2.8316666666666666, 2.68125, 2.8074999999999997, 3.3625000000000003, 3.8737500000000007]","[-1.9212499999999997, -1.9566666666666663, -1.83375, -1.7079166666666665, -1.5995833333333334, -2.979583333333333, -3.919166666666667]","[220.88833333333332, 220.4579166666667, 216.07958333333332, 214.92833333333337, 210.04541666666663, 207.80124999999998, 204.64916666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[50.64766666666666, 52.708, 57.69083333333333, 58.31916666666667, 63.724500000000006, 76.07816666666666, 92.49833333333335]"
2017500,2001-01-01T00:00:00,[-7.514583333333303],[0.001981374998982747],[93513.52958333334],[3.3004166666666666],[-2.0870833333333327],[220.04208333333335],[0.0],[43.70666666666667]
2018000,2001-01-01T00:00:00,"[-6.7941666666666505, -7.514583333333303, -7.054999999999976, -6.338333333333303, -6.488749999999975, -5.932499999999979]","[0.00200028333231608, 0.001981374998982747, 0.0019944083323160805, 0.002037716665649414, 0.002057266665649414, 0.002107966665649414]","[94609.95625, 93513.52958333334, 94325.84958333334, 95656.00958333335, 95655.31625000002, 96747.74291666666]","[3.585416666666667, 3.3004166666666666, 3.1133333333333333, 2.9616666666666673, 2.9666666666666663, 2.8312500000000003]","[-2.577083333333334, -2.0870833333333327, -1.92375, -1.86625, -1.897083333333333, -2.1033333333333335]","[224.56624999999997, 220.04208333333335, 222.05249999999998, 225.57083333333335, 224.7800000000001, 227.51416666666668]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42.40716666666666, 43.70666666666667, 45.00033333333334, 47.25549999999999, 46.062999999999995, 46.54116666666666]"
2027000,2001-01-01T00:00:00,"[-6.08416666666664, -4.943333333333318]","[0.0016702999989827467, 0.0017347999989827476]","[95093.26291666667, 97355.82291666664]","[3.219583333333333, 3.002916666666667]","[-2.137083333333334, -1.70375]","[221.29125, 227.2641666666667]","[0.0, 0.0]","[55.898, 58.16316666666666]"
2027500,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
2028500,2001-01-01T00:00:00,[-4.572499999999974],[0.0018367249989827477],[98654.80958333334],[2.8087500000000003],[-1.4383333333333328],[228.86624999999992],[0.0],[62.106500000000004]
2038850,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
2046000,2001-01-01T00:00:00,"[-4.035416666666653, -3.962083333333318, -3.902499999999982]","[0.001687291665649414, 0.0016580333323160808, 0.0016429333323160808]","[101314.16958333335, 101468.43624999998, 101673.18291666669]","[2.6658333333333335, 2.6637500000000007, 2.63625]","[-0.9958333333333332, -0.8870833333333333, -0.7933333333333333]","[232.37333333333333, 232.12625000000006, 232.02291666666676]","[0.0, 0.0, 0.0]","[48.75583333333333, 49.238, 49.833333333333336]"
2051000,2001-01-01T00:00:00,"[-4.300833333333308, -4.385833333333309]","[0.0018077166656494139, 0.0017749499989827475]","[100467.84958333331, 100574.59625000002]","[2.52375, 2.5666666666666664]","[-0.3937499999999999, -0.4791666666666667]","[233.00541666666663, 231.8975]","[0.0, 0.0]","[49.39083333333334, 50.06716666666666]"
2051500,2001-01-01T00:00:00,"[-4.631249999999987, -4.34916666666664, -4.995416666666652, -5.000833333333309, -4.766666666666647, -4.494583333333307, -4.290416666666649, -4.798749999999974, -4.934999999999974, -4.724999999999976, -4.300833333333308, -4.385833333333309]","[0.0018022583323160804, 0.001741908332316081, 0.002024874998982747, 0.0019918999989827478, 0.0018733166656494141, 0.0017427999989827472, 0.001693516665649414, 0.0019369999989827474, 0.0019396583323160813, 0.0018128499989827475, 0.0018077166656494139, 0.0017749499989827475]","[101069.04958333331, 101379.04958333333, 100710.72958333335, 100955.68958333333, 101108.96958333331, 101160.43625000003, 101291.71625, 100540.94291666664, 100808.24958333334, 100697.31624999999, 100467.84958333331, 100574.59625000002]","[2.870833333333333, 2.7679166666666664, 2.558333333333334, 2.6366666666666663, 2.749166666666666, 2.829166666666666, 2.799166666666667, 2.6108333333333333, 2.6179166666666664, 2.6775, 2.52375, 2.5666666666666664]","[-0.6904166666666668, -0.5883333333333334, -0.42208333333333337, -0.44833333333333325, -0.5058333333333334, -0.59875, -0.6608333333333334, -0.3875, -0.43333333333333335, -0.56125, -0.3937499999999999, -0.4791666666666667]","[232.0808333333334, 233.01333333333332, 232.17458333333332, 231.63833333333332, 231.78499999999994, 232.13666666666668, 232.5566666666667, 232.01916666666662, 230.94000000000003, 231.03583333333327, 233.00541666666663, 231.8975]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.76166666666666, 46.671, 49.862166666666674, 49.127333333333326, 47.991166666666665, 46.92233333333332, 46.645, 48.7185, 49.49116666666668, 48.77316666666665, 49.39083333333334, 50.06716666666666]"
2053200,2001-01-01T00:00:00,"[-3.849999999999975, -3.9220833333333096, -3.994999999999981]","[0.0017004999989827473, 0.0017614583323160807, 0.0018252666656494141]","[102257.47624999999, 102247.79625000001, 102262.51624999999]","[2.7266666666666666, 2.7237500000000003, 2.6629166666666664]","[-0.5308333333333334, -0.4033333333333334, -0.32]","[236.79125000000002, 235.97791666666672, 235.30583333333337]","[0.0, 0.0, 0.0]","[49.3655, 48.65233333333333, 48.56799999999999]"
2053800,2001-01-01T00:00:00,"[-6.977499999999975, -7.2420833333333094]","[0.0018911416656494145, 0.0018064333323160806]","[93907.82291666667, 93187.52958333334]","[3.565, 3.727916666666666]","[-2.9687499999999996, -3.0933333333333337]","[225.22083333333327, 223.22374999999997]","[0.0, 0.0]","[40.2815, 40.36933333333334]"
2055100,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
2056900,2001-01-01T00:00:00,"[-5.713333333333314, -4.730833333333311]","[0.0018779333323160803, 0.0018984583323160811]","[95888.99625000003, 97673.79625]","[3.4474999999999993, 3.0020833333333337]","[-2.57, -1.7991666666666664]","[229.4416666666667, 233.0575000000001]","[0.0, 0.0]","[42.3085, 44.6225]"
2059500,2001-01-01T00:00:00,"[-3.99208333333331, -4.366249999999975, -4.05541666666664, -5.214999999999979]","[0.0018989833323160806, 0.0018717999989827476, 0.0018752583323160803, 0.001880808332316081]","[99129.82291666667, 98366.08958333335, 98873.76958333334, 96981.90291666666]","[2.5029166666666667, 2.65, 2.637916666666667, 2.7245833333333334]","[-0.854166666666667, -0.8737500000000002, -1.0395833333333335, -1.5675000000000001]","[235.35583333333332, 233.92999999999995, 234.67125, 229.7941666666667]","[0.0, 0.0, 0.0, 0.0]","[48.496, 47.678333333333335, 48.61416666666667, 48.535500000000006]"
2064000,2001-01-01T00:00:00,"[-3.896249999999976, -3.7966666666666407, -3.940833333333311, -3.9995833333333075]","[0.0018084833323160805, 0.001804566665649414, 0.0017534333323160807, 0.001736474998982747]","[99847.07625000003, 100288.70291666665, 99689.79625000001, 99735.36958333333]","[2.51625, 2.415416666666667, 2.395, 2.263333333333333]","[-0.6058333333333333, -0.35791666666666666, -0.3958333333333333, -0.21124999999999997]","[235.38625, 236.34791666666672, 235.20916666666662, 234.86833333333334]","[0.0, 0.0, 0.0, 0.0]","[49.28333333333333, 48.623833333333344, 50.15183333333332, 49.58733333333334]"
2065500,2001-01-01T00:00:00,[-3.8662499999999818],[0.0017767833323160808],[100279.42291666668],[2.3670833333333334],[-0.27],[235.3254166666667],[0.0],[48.7285]
2069700,2001-01-01T00:00:00,"[-4.004166666666642, -5.937499999999981]","[0.001905524998982747, 0.0018847249989827478]","[98445.74291666667, 95252.30291666667]","[2.296666666666667, 2.501666666666667]","[-1.4245833333333335, -2.471666666666667]","[239.42125000000001, 230.60749999999996]","[0.0, 0.0]","[44.86816666666667, 40.51416666666667]"
2070000,2001-01-01T00:00:00,"[-3.89916666666664, -4.037083333333311]","[0.001912549998982747, 0.0019211833323160806]","[99115.98291666665, 98634.86291666668]","[2.5925, 2.8829166666666666]","[-1.2087499999999998, -2.30625]","[240.40583333333333, 239.56458333333327]","[0.0, 0.0]","[48.8615, 44.01616666666667]"
2074500,2001-01-01T00:00:00,"[-4.584166666666644, -4.582916666666638]","[0.0020499583323160806, 0.0021269999989827477]","[99167.12958333333, 99680.43625000001]","[2.4741666666666666, 2.242083333333333]","[-1.4308333333333334, -0.8275000000000001]","[237.70541666666665, 237.7516666666667]","[0.0, 0.0]","[51.382666666666665, 52.706500000000005]"
2077200,2001-01-01T00:00:00,[-4.3170833333333105],[0.0021136333323160806],[100201.31624999999],[2.5154166666666664],[-0.5554166666666668],[238.01000000000002],[0.0],[55.21883333333333]
2081500,2001-01-01T00:00:00,"[-4.17374999999998, -4.555833333333308, -4.638333333333311]","[0.0018723416656494143, 0.0020363583323160807, 0.002028824998982748]","[101095.47624999999, 100396.11624999998, 100693.87624999999]","[2.6279166666666662, 2.5987500000000003, 2.67125]","[-0.8158333333333333, -0.6562500000000001, -0.7320833333333332]","[236.5283333333333, 235.86208333333335, 235.18708333333333]","[0.0, 0.0, 0.0]","[53.913000000000004, 53.47, 53.22383333333334]"
2082950,2001-01-01T00:00:00,"[-3.9016666666666473, -3.881249999999975]","[0.0016983083323160806, 0.001642733332316081]","[101450.00958333333, 101462.96958333334]","[2.5679166666666657, 2.5941666666666667]","[-0.6445833333333333, -0.6233333333333334]","[236.38499999999996, 236.47791666666663]","[0.0, 0.0]","[50.45516666666666, 50.204]"
2092500,2001-01-01T00:00:00,"[-1.9524999999999793, -2.486249999999977, -2.3462499999999764]","[0.0019349166656494141, 0.0017988999989827477, 0.0018744999989827474]","[102272.19624999998, 102082.99624999998, 102246.16958333332]","[3.1291666666666664, 2.48875, 2.5087499999999996]","[-2.0120833333333334, -0.9533333333333335, -0.8608333333333333]","[244.11750000000006, 242.66625, 243.11666666666676]","[0.0, 0.0, 0.0]","[73.74166666666666, 71.76766666666667, 71.7325]"
2096846,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
2102908,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
2108000,2001-01-01T00:00:00,"[-1.7629166666666432, -1.6941666666666488, -2.2045833333333156, -1.950833333333307, -2.045833333333306, -2.9541666666666493, -2.701249999999978, -2.5254166666666484, -3.085416666666646, -3.1204166666666473]","[0.0018398249989827475, 0.0018317416656494143, 0.0018114333323160803, 0.0018075749989827476, 0.0018244583323160808, 0.0017831333323160804, 0.0017808333323160808, 0.0017782416656494141, 0.0017450083323160804, 0.0017472249989827476]","[102311.02291666664, 102263.68958333333, 102175.18291666666, 102222.99624999998, 102155.1029166667, 102018.11625, 102090.30291666665, 102132.59625, 101962.59625, 101978.88958333334]","[2.513333333333333, 3.308333333333333, 2.222916666666666, 2.262916666666667, 2.7691666666666666, 2.284166666666667, 2.3245833333333334, 2.3720833333333338, 2.330833333333333, 2.4170833333333333]","[-1.7616666666666667, -2.902916666666666, -1.1995833333333332, -1.13375, -1.7400000000000002, -1.03375, -0.9712500000000001, -0.9108333333333333, -0.7600000000000001, -0.7312499999999998]","[245.14625, 245.01000000000002, 244.215, 244.27999999999994, 243.9050000000001, 242.6266666666667, 242.75875000000005, 242.82583333333332, 241.9104166666667, 241.22541666666663]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[77.87016666666668, 77.58200000000001, 73.22316666666666, 74.11416666666666, 74.42883333333333, 68.31916666666666, 69.07300000000001, 70.75816666666667, 65.20083333333332, 64.18249999999999]"
2111180,2001-01-01T00:00:00,[-7.5820833333333155],[0.0018538333323160803],[92245.79625000001],[1.88375],[-1.71125],[234.33750000000006],[0.0],[35.90200000000001]
2111500,2001-01-01T00:00:00,"[-4.2583333333333115, -6.692916666666643]","[0.001994783332316081, 0.001927766665649414]","[98116.22291666667, 94301.31624999999]","[1.7637499999999997, 1.9887499999999998]","[-1.1391666666666667, -1.0758333333333332]","[247.4095833333333, 235.6333333333333]","[0.0, 0.0]","[39.861333333333334, 36.37833333333333]"
2112120,2001-01-01T00:00:00,[-4.6191666666666436],[0.001955466665649414],[97571.23625],[1.809583333333333],[-1.41625],[243.83125000000004],[0.0],[39.3045]
2112360,2001-01-01T00:00:00,"[-4.063333333333311, -6.214999999999975]","[0.0019256583323160805, 0.0018721333323160805]","[98338.86291666667, 94923.15625]","[2.0116666666666667, 2.11375]","[-0.8491666666666666, -1.0037500000000001]","[245.23333333333332, 235.03291666666667]","[0.0, 0.0]","[41.24466666666667, 37.65350000000001]"
2118500,2001-01-01T00:00:00,"[-4.529999999999977, -3.78583333333331, -3.3291666666666395]","[0.0018516749989827476, 0.001850941665649414, 0.0018465666656494139]","[96910.46291666666, 98135.07625, 98914.35625000001]","[1.542916666666667, 1.5675000000000001, 1.7708333333333333]","[-1.3254166666666671, -1.3858333333333333, -1.0862499999999997]","[245.6279166666667, 248.16416666666677, 249.80749999999992]","[0.0, 0.0, 0.0]","[45.14633333333334, 45.98983333333334, 45.986]"
2125000,2001-01-01T00:00:00,[-3.694583333333308],[0.0018409499989827476],[99815.66291666667],[1.965],[-1.0320833333333332],[242.765],[0.0],[60.013666666666666]
2128000,2001-01-01T00:00:00,"[-3.893749999999976, -4.34999999999997]","[0.001968908332316081, 0.0020369666656494144]","[100309.60958333332, 99702.32958333332]","[2.1566666666666667, 2.3420833333333335]","[-0.9349999999999999, -0.7408333333333333]","[240.05541666666667, 239.16000000000005]","[0.0, 0.0]","[63.13666666666668, 60.32400000000001]"
2137727,2001-01-01T00:00:00,"[-5.997499999999978, -7.790833333333308]","[0.0018836249989827476, 0.0018063416656494136]","[95281.90291666666, 93041.66291666665]","[1.19375, 1.3550000000000004]","[-1.324166666666667, -1.1166666666666665]","[246.73583333333332, 239.83291666666665]","[0.0, 0.0]","[42.524166666666666, 41.92549999999999]"
2140991,2001-01-01T00:00:00,"[-4.406249999999974, -8.644583333333317, -6.104999999999985]","[0.0019803249989827475, 0.0018087583323160813, 0.002037074998982747]","[97237.07624999998, 90499.92958333333, 94919.74291666667]","[1.6008333333333333, 1.6725000000000003, 1.82]","[-2.057916666666667, -2.61375, -2.6874999999999996]","[250.56750000000002, 230.08500000000004, 242.25583333333338]","[0.0, 0.0, 0.0]","[39.413666666666664, 35.43716666666666, 36.226166666666664]"
2143000,2001-01-01T00:00:00,"[-4.3691666666666436, -3.6737499999999748]","[0.0017129166656494142, 0.0017399249989827473]","[95969.36958333333, 97511.82291666667]","[1.4312500000000001, 1.6745833333333335]","[-1.0116666666666667, -0.6574999999999999]","[248.08333333333334, 251.84958333333336]","[0.0, 0.0]","[42.91416666666667, 44.923166666666674]"
2143040,2001-01-01T00:00:00,[-3.3379166666666413],[0.00178055833231608],[97989.31625000003],[1.5941666666666663],[-0.6179166666666668],[252.48833333333334],[0.0],[44.17533333333333]
2149000,2001-01-01T00:00:00,[-4.440833333333309],[0.0018879583323160804],[96814.46291666666],[1.1916666666666667],[-1.8233333333333333],[252.66916666666665],[0.0],[42.539833333333334]
2152100,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
2177000,2001-01-01T00:00:00,"[-5.13124999999997, -7.521666666666644]","[0.0019621249989827476, 0.001777183332316081]","[94598.75624999999, 90811.66291666665]","[0.9004166666666666, 0.6854166666666667]","[-0.7645833333333333, -0.9970833333333333]","[248.59666666666672, 236.74249999999998]","[0.0, 0.0]","[44.01983333333334, 42.608]"
2178400,2001-01-01T00:00:00,[-6.580416666666641],[0.0019217666656494142],[92523.84958333331],[1.1833333333333333],[-1.5337499999999997],[242.49874999999997],[0.0],[42.98916666666667]
2193340,2001-01-01T00:00:00,[-2.266249999999976],[0.0022528249989827473],[100632.70291666665],[2.959166666666666],[0.28291666666666665],[263.23250000000013],[0.0],[52.546]
2196000,2001-01-01T00:00:00,"[-2.2312499999999837, -2.1545833333333064, -2.207499999999977, -2.2087499999999736, -2.4433333333333067, -2.3008333333333106, -2.2187499999999787, -2.614583333333312, -2.5087499999999756]","[0.00218673333231608, 0.0022090249989827476, 0.0022002749989827475, 0.002156858332316081, 0.0021432499989827475, 0.0021783749989827475, 0.0022099749989827476, 0.0020984999989827474, 0.0021352333323160807]","[101210.32958333332, 101172.38291666667, 100814.27625, 100418.75624999998, 100879.66291666667, 100966.11624999998, 100937.63625000003, 100623.82291666667, 100640.38291666667]","[2.3537500000000002, 2.37625, 2.3470833333333334, 2.2691666666666666, 2.294583333333333, 2.2800000000000002, 2.2395833333333335, 2.2745833333333336, 2.22]","[0.15125000000000002, 0.15916666666666668, 0.14458333333333337, 0.13125, 0.09583333333333333, 0.06750000000000006, 0.014583333333333294, 0.07958333333333331, 0.01333333333333335]","[257.5941666666667, 257.06625, 255.88125000000005, 254.74249999999992, 256.43291666666664, 256.44374999999997, 256.25416666666666, 255.35249999999994, 255.34333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.81316666666667, 56.88133333333334, 58.49366666666668, 60.32966666666666, 55.530833333333334, 56.309000000000005, 57.19816666666668, 55.19716666666667, 56.089]"
2198100,2001-01-01T00:00:00,[-1.065833333333309],[0.0023102249989827477],[101741.68958333334],[2.6958333333333333],[0.18583333333333332],[253.49916666666672],[0.0],[81.77749999999999]
